gene_id,samples_above_threshold,max_expression,mean_expression,median_expression,std_expression
ENSG00000182318.5,124,14.9566,4.514930385826774,4.23997,2.3153350891313496
ENSG00000121410.11,125,18.267554,4.855836120204724,3.850627,3.0390974327093643
ENSG00000268230.5,45,4.35824,0.9273765157480315,0.808681,0.737224774065128
ENSG00000268895.5,121,23.80402032,7.226466820850393,6.499663,4.384188196125794
ENSG00000174586.10,75,11.19954,1.9386818577952758,1.30501444,1.842762567600537
ENSG00000268049.1,51,8.1055,1.2678604724409448,0.684696,1.6855212138160793
ENSG00000269054.1,26,4.56713,0.5639738661417323,0.151957,0.8836284318274638
ENSG00000252211.1,49,26.5565,2.586855229133858,0.0,4.617245864049742
ENSG00000083845.8,127,1207.928066,436.7155682330708,423.121628,257.47382969303635
ENSG00000171574.17,124,17.53179212,6.253944283976378,5.80919,3.292388614812361
ENSG00000232098.3,78,7.2944,1.898273942149606,1.32089,1.522300097430989
ENSG00000268543.1,106,12.1762,3.43960038582677,3.06491,2.3962422856939725
ENSG00000268912.1,37,3.73714,0.7634026220472439,0.615148,0.5981346019948376
ENSG00000131849.11,76,6.448418,1.6050473708661412,1.272679,1.4046071897676342
ENSG00000269473.1,118,4.25959,1.7305259448818897,1.67606,0.6413100210782008
ENSG00000249471.7,99,7.850566,2.166884043338583,1.80923,1.5339310046694563
ENSG00000083812.11,127,37.750511,16.164894097708654,15.64212,7.3858428588763845
ENSG00000083838.15,127,16.45746,8.04247479364567,7.77121,3.056327534395587
ENSG00000269106.1,24,4.36265,0.4432322102362205,0.0211268,0.7431962546800366
ENSG00000083807.9,127,13.97734,5.665142299299209,5.50546,2.884823774828411
ENSG00000252334.1,31,25.1853,2.3240293700787404,0.0,4.865475367746426
ENSG00000265272.2,126,90.5797,32.878902511811035,31.2089,16.127179718312526
ENSG00000119574.12,126,13.57469,5.6932373201889765,5.523730009,2.3849009174979643
ENSG00000264910.2,122,54.0213,16.384637307086614,14.726,9.366411989953454
ENSG00000130726.11,127,80.62343301,37.83311499146458,37.31008,15.826917451686398
ENSG00000275924.1,46,42.1661,3.3082162992125985,0.0,6.381260902492473
ENSG00000130724.8,127,237.69122,66.61245317228347,58.56429,37.150567550877874
ENSG00000130725.7,94,13.101919,2.7268558223622024,2.028998,2.438501320086971
ENSG00000267858.5,111,7.718108,2.508947336110235,2.246172,1.4766377213754378
ENSG00000099326.8,127,54.238292,15.461766300433075,14.35158,8.0726299438678
ENSG00000213753.10,127,40.8359204,15.128164855291343,14.690577,5.8912441290424455
ENSG00000268784.1,53,8.2768,1.307368761742598,0.237879,1.8159100930645389
ENSG00000269032.1,63,12.4422,2.1510827196850393,0.974819,2.878684928460951
ENSG00000269600.1,22,5.929691,0.49189106299212604,0.0,0.8943267042283976
ENSG00000272874.1,22,2.00714,0.6414908251968504,0.566659,0.3733085328285408
ENSG00000196476.11,117,48.04301,5.721776310763779,3.93401,7.662012794206481
ENSG00000247315.3,117,5.56389,2.513286133858267,2.53192,1.1002091340096698
ENSG00000225377.5,55,10.1704,1.3099896850393697,0.694458,1.668128078415066
ENSG00000125841.12,91,20.62834,2.902645857968503,2.017565,3.475495849354846
ENSG00000101255.10,125,36.723394,9.59048615753543,8.14974,6.699463035279325
ENSG00000125826.20,127,193.847328,87.1648824517323,86.63419,26.221945266518816
ENSG00000125875.13,127,16.690393,8.764445262653545,8.269929,3.2209187416888825
ENSG00000101266.17,127,103.55358,50.6147267935433,48.522236,14.929958187008104
ENSG00000271303.1,108,44.3894,5.26176927559055,3.57222,6.03549560004932
ENSG00000101276.14,101,6.05421,1.8427814645669296,1.65081,1.0612149723770705
ENSG00000125898.12,125,1240.99409,58.06642836662993,21.6207227,156.98328743355427
ENSG00000101278.6,34,30.9776,1.2814955590551182,0.0,3.9613568132654873
ENSG00000125818.17,127,237.184997,155.27693355685037,157.566625,38.01873473397798
ENSG00000276026.1,78,16.9515,3.1941498897637786,1.99241,3.741980514924576
ENSG00000215388.3,70,6.64415,1.349287996850394,1.16212,1.2427994335169055
ENSG00000125895.5,17,2.62412,0.37024265354330704,0.153201,0.5349719266265494
ENSG00000101298.13,85,24.7381,3.377060262362202,2.65421,3.6973912372204922
ENSG00000125775.14,90,7.58669,2.009746906267717,1.618908,1.6102008306806095
ENSG00000280162.1,16,1.82316,0.6507119377952756,0.617255,0.321122203880082
ENSG00000234684.6,127,30.343319,11.332944959842518,10.764849,5.109475912831381
ENSG00000229728.1,110,14.9548,4.036549078740157,3.46711,3.200662013003824
ENSG00000088832.16,127,1195.44178,391.2004082637796,269.403818,268.33538952300285
ENSG00000088833.17,127,154.173212,79.29638856889764,78.982581,20.64420026190411
ENSG00000196209.12,60,150.394304,18.582896612598425,0.68723,34.603535559407945
ENSG00000242324.1,37,11.0616,1.0386300858267719,0.107772,1.8353281701754804
ENSG00000252103.1,40,65.0378,5.608359212598426,0.0,11.175161038426587
ENSG00000125900.12,58,36.5574,4.03557544066929,0.806901,6.712521602805548
ENSG00000260861.6,65,157.41515,10.772737555118113,1.02675,22.289917221207464
ENSG00000101307.15,118,526.00698,66.641345339063,9.749832,116.85696476908043
ENSG00000089012.14,85,214.446624,54.839433474811045,27.146607,64.1835660258637
ENSG00000237914.5,63,40.4843,3.6297652755905503,0.875063,5.631544683716861
ENSG00000223750.1,13,4.26425,0.35740092598425205,0.0,0.7238206185253495
ENSG00000242348.3,118,37.3871,7.286893228346458,6.39703,6.00560156210676
ENSG00000236550.1,13,13.4925,0.45602677165354333,0.0,1.6637246317605554
ENSG00000234282.1,18,20.4003,0.7560731496062993,0.0,2.801414529559176
ENSG00000232528.3,39,34.1625,1.4312466889763782,0.515881,4.181183903794044
ENSG00000230839.1,27,29.9693,1.2458798582677164,0.0,4.282132020424564
ENSG00000276649.1,17,13.29599,0.5707011511811023,0.0,1.6143825854081173
ENSG00000198053.11,58,201.19025,16.55893995540945,0.445173,35.82885642967879
ENSG00000125834.12,127,9.82384,4.090611667716536,3.84547,1.7915386968880787
ENSG00000226644.5,22,5.8619,0.4697751496062992,0.0,1.062384715989712
ENSG00000125835.18,127,204.72988,105.0824379771654,105.94842,37.23896370794339
ENSG00000256566.1,48,7.30226,1.0862505748031497,0.625204,1.4119033754932544
ENSG00000088876.11,124,27.60834,9.397584180220466,9.10383,5.045501894427189
ENSG00000149488.12,70,2.73779,1.1196613645669284,1.03816,0.512780459516642
ENSG00000101361.16,127,355.98446,161.90535747581887,169.0729802,66.1121403927488
ENSG00000221116.1,62,45.386,6.748217374803151,0.735455,9.982226853425987
ENSG00000271798.1,100,70.2185,10.479388629921258,7.93702,11.479311035466756
ENSG00000101365.20,127,392.07101,225.4078392685039,225.05945,66.85918901065759
ENSG00000088881.20,28,6.467195,0.5312441930393699,0.0662418,0.9225903648289586
ENSG00000088882.7,24,146.821,4.443089306299212,0.0,22.702905006612365
ENSG00000132635.16,126,61.48614602,26.667877144480308,25.3898,11.681575433853821
ENSG00000215305.9,127,178.19825,73.72085985299219,67.90492,30.049753104145065
ENSG00000132670.20,127,94.690561,24.386443401409448,21.39442113,15.243366984133772
ENSG00000125787.11,17,4.024994,0.3377914803149606,0.0,0.7758590239392708
ENSG00000125901.5,123,51.584,24.67633303149607,24.4007,11.110907676657103
ENSG00000101405.3,18,3.00641,0.42106572440944906,0.0,0.7370497710978167
ENSG00000263905.2,60,11.8351,1.7991051456692913,0.847163,2.669922510932003
ENSG00000235958.5,59,8.17694,1.2015421937007873,0.924798,1.2229356275532506
ENSG00000185019.16,127,18.17821,9.200799104173223,8.97219,3.1055590085496627
ENSG00000215251.3,127,68.0287,29.397508661417312,29.5294,10.738930950302754
ENSG00000198171.12,127,66.30191,30.06778198944881,29.6287,14.126405622917114
ENSG00000125877.12,126,96.34809,49.311408053464554,49.68683,16.204700942584612
ENSG00000277287.1,41,1.61728,0.8634423480314961,0.849663,0.3012771679366932
ENSG00000088854.12,122,10.9461,4.254214361417324,3.757603,2.374358091789053
ENSG00000201294.1,25,32.4959,1.3926670866141733,0.0,3.9796693258007276
ENSG00000226632.1,28,5.27574,0.610538653543307,0.0,1.0814392593438524
ENSG00000201346.2,38,20.3927,1.1498521259842522,0.0,2.537130045484974
ENSG00000088812.17,123,22.83527,7.316808196850393,7.05446,3.2732672865432835
ENSG00000088827.12,41,115.0865,4.251251017322836,0.0291556,13.015290281219498
ENSG00000101220.17,121,176.987711,35.923323472519684,22.90062,36.93810137999817
ENSG00000125817.7,80,2.90704,1.2054294299212605,1.19015,0.5883747849994874
ENSG00000101224.17,122,190.01139,66.34580505507874,60.676179,50.83673847865417
ENSG00000275491.1,77,13.8431,2.785835826771652,1.63939,3.1201088921296805
ENSG00000274949.1,49,6.79528,1.2091769842519682,0.456242,1.5824149267792544
ENSG00000125843.10,125,14.64398,8.252279404692915,8.276428,3.134200031830091
ENSG00000088888.17,127,26.82168,13.357981881889772,12.846087,4.318127345470581
ENSG00000229539.1,127,18.0443,6.300500866141734,5.71971,3.607147225895961
ENSG00000125779.21,127,31.534465,14.331233255456693,13.58909,6.091944175185448
ENSG00000199024.1,67,130.271,11.472375511811023,5.15096,18.121080384752446
ENSG00000283320.1,21,37.355,2.7792195207480317,0.0,7.042120667204382
ENSG00000275582.1,22,2.81496,0.46020454330708666,0.255046,0.5786673048564174
ENSG00000101236.16,126,763.7952,58.655542427,22.66950001,120.75529815223577
ENSG00000226608.3,44,6.97702,1.1784529763779528,0.57043,1.4690555558535985
ENSG00000088826.17,70,31.30935782,4.485162387669294,1.481921,6.844463360467698
ENSG00000171867.16,127,1852.50559,173.95068718897633,125.551,274.40486935606515
ENSG00000101265.15,127,456.9592,82.5966497637795,56.31007,81.17282578663466
ENSG00000089057.14,126,51.576727,12.498756058874015,11.70269971,6.206016963111665
ENSG00000252096.1,106,62.3833,12.844051653543312,10.5024,11.791078959664953
ENSG00000278816.1,74,21.0857,3.7812428031496053,1.65931,4.724958450283797
ENSG00000277425.1,78,6.9127,1.683647637795275,1.31193,1.4089447029870268
ENSG00000089063.14,127,337.25694,189.18198402685044,193.307556,53.7679078662608
ENSG00000212536.1,39,25.3047,2.7871871653543305,0.0,5.275349428894387
ENSG00000252367.1,31,18.6374,2.1233382677165347,0.0,4.336372138384127
ENSG00000132646.10,127,97.96601,28.191944577110227,29.10554,13.074433374825855
ENSG00000101290.13,127,275.85211,113.45788336299213,106.02479,42.931644097109185
ENSG00000226995.7,43,2.77728,0.8444663291338579,0.701019,0.6597600858566619
ENSG00000205181.5,50,3.54122,0.9588305236220472,0.7992194,0.7897482743291802
ENSG00000225831.1,12,5.17725,0.24648224409448818,0.0,0.7458658560465649
ENSG00000235820.1,25,4.02003,0.5569897952755904,0.0,0.89522510051856
ENSG00000125772.12,127,204.16562,73.18496239456691,69.04108,33.242771420554966
ENSG00000233578.1,125,59.8819,16.98363924409448,14.8443,10.895482959475387
ENSG00000171984.14,127,35.46923,16.035818866141728,15.10095,6.899514523959599
ENSG00000089199.9,20,2.606349,0.7237547031496062,0.615114,0.4612596083970535
ENSG00000089195.14,123,58.37251,17.316926035779534,15.2626087,8.423150461283287
ENSG00000125885.13,87,5.88499,1.7917943947165358,1.54227,1.1207005434416055
ENSG00000207380.1,22,14.5648,1.204225275590551,0.0,3.0472562418903024
ENSG00000231961.1,22,11.3893,0.657587039370079,0.0,1.7869412417189565
ENSG00000278719.1,45,4.6489,0.9219132677165355,0.655729,0.8811986367253343
ENSG00000275632.1,92,7.34346,2.2031248068503935,1.95994,1.6891572936513422
ENSG00000263755.2,102,12.2656,3.27911295511811,2.49895,2.8909859555906663
ENSG00000088766.11,125,35.56441,17.726639634858262,17.60507,7.345820554861557
ENSG00000278192.1,12,2.24875,0.5488118590551183,0.517188,0.36734644593966215
ENSG00000125827.8,127,181.1706,39.2069416051181,32.46481,28.18653469044726
ENSG00000229766.6,23,8.532144,0.6143248338582674,0.213577,1.07219407988208
ENSG00000182621.17,114,48.3907319,9.982639036307093,6.566234288,10.563374969760806
ENSG00000225479.1,58,22.98686,2.787188787401575,0.0,4.554147370192822
ENSG00000201348.1,37,27.8821,2.181950078740157,0.0,4.792060066682145
ENSG00000275222.1,84,12.2841,2.759859566929134,2.22435,2.7620259037262205
ENSG00000125869.9,37,338.2188,10.136847875511812,0.0566668,50.119774849920915
ENSG00000132623.15,118,15.29781,5.919578949031496,6.08262,3.7357312730876893
ENSG00000125863.18,127,53.43583,24.499322735590546,24.090707,8.915211265987743
ENSG00000149346.14,127,21.86395,7.718257141732284,7.238045,3.1316688415021914
ENSG00000235036.4,43,6.77739,0.9057783354330708,0.643034,1.0362452075745703
ENSG00000101384.11,43,7.555566,0.9536588898425197,0.368963,1.2820043806198633
ENSG00000228422.3,32,2.72385,0.6657956692913383,0.522168,0.5528879203812406
ENSG00000132640.14,68,52.16856016,3.8239823838818876,1.211153,7.500200963997172
ENSG00000236526.1,17,9.898,0.5366563708661417,0.0,1.4677868424241265
ENSG00000233048.1,80,3.03489,1.242749692913386,1.13342,0.5538624925023043
ENSG00000172296.12,123,32.46972,5.508502063149606,4.549586,4.756325968528821
ENSG00000271426.1,12,6.51898,0.28654796062992133,0.0,0.9672334307103209
ENSG00000101230.5,25,11.1468,0.9851694401574803,0.0,1.9962658039214531
ENSG00000225956.1,23,7.23522,0.5743211181102362,0.0,1.2828044988260274
ENSG00000278153.1,12,7.21231,0.33299133858267715,0.0,1.1224005241435577
