gene,disease,shap_score,biological_score,combined_score,evidence_source
ENSG00000254281.1,sickle_cell_disease,0.0025172242815926157,0.0,0.0015103345689555694,xai_only
ENSG00000156265.15,sickle_cell_disease,0.002400114420602021,0.0,0.0014400686523612127,xai_only
ENSG00000210112.1,sickle_cell_disease,0.00235269322874415,0.0,0.0014116159372464898,xai_only
ENSG00000121797.9,sickle_cell_disease,0.00226805993066938,0.0,0.001360835958401628,xai_only
ENSG00000104267.9,sickle_cell_disease,0.0021910392203294752,0.0,0.001314623532197685,xai_only
ENSG00000140379.7,sickle_cell_disease,0.002178895154933663,0.0,0.0013073370929601977,xai_only
ENSG00000170956.16,sickle_cell_disease,0.001914351689400321,0.0,0.0011486110136401926,xai_only
ERCC-00046,sickle_cell_disease,0.0018899748486169445,0.0,0.0011339849091701667,xai_only
ENSG00000283041.1,thalassemia,0.7262048718622035,0.0,0.4357229231173221,xai_only
ENSG00000123689.5,thalassemia,0.05518147184273276,0.0,0.033108883105639655,xai_only
ENSG00000122877.15,thalassemia,0.04683089524579773,0.0,0.028098537147478637,xai_only
ENSG00000229644.6,thalassemia,0.037153984144258155,0.0,0.022292390486554892,xai_only
ENSG00000180596.7,thalassemia,0.025864764362393843,0.0,0.015518858617436305,xai_only
ENSG00000202290.1,thalassemia,0.010672743326234071,0.0,0.006403645995740443,xai_only
ENSG00000232177.1,thalassemia,0.006837095366275083,0.0,0.00410225721976505,xai_only
ENSG00000065534.18,thalassemia,0.005092040570630535,0.0,0.003055224342378321,xai_only
ENSG00000225972.1,thalassemia,0.003938807840565338,0.0,0.0023632847043392026,xai_only
ENSG00000211973.2,thalassemia,0.0036497273635633792,0.0,0.0021898364181380274,xai_only
ENSG00000198478.7,thalassemia,0.003278027617520028,0.0,0.0019668165705120167,xai_only
ENSG00000254052.1,thalassemia,0.003175280775891504,0.0,0.0019051684655349023,xai_only
ENSG00000081041.8,thalassemia,0.0026595240893481443,0.0,0.0015957144536088866,xai_only
ENSG00000259600.2,thalassemia,0.0025705373740778845,0.0,0.0015423224244467306,xai_only
ENSG00000254281.1,thalassemia,0.0025172242815926157,0.0,0.0015103345689555694,xai_only
ENSG00000156265.15,thalassemia,0.002400114420602021,0.0,0.0014400686523612127,xai_only
ENSG00000210112.1,thalassemia,0.00235269322874415,0.0,0.0014116159372464898,xai_only
ENSG00000121797.9,thalassemia,0.00226805993066938,0.0,0.001360835958401628,xai_only
ENSG00000104267.9,thalassemia,0.0021910392203294752,0.0,0.001314623532197685,xai_only
ENSG00000140379.7,thalassemia,0.002178895154933663,0.0,0.0013073370929601977,xai_only
ENSG00000170956.16,thalassemia,0.001914351689400321,0.0,0.0011486110136401926,xai_only
ERCC-00046,thalassemia,0.0018899748486169445,0.0,0.0011339849091701667,xai_only
ENSG00000283041.1,thrombophilia,0.7262048718622035,0.0,0.4357229231173221,xai_only
ENSG00000123689.5,thrombophilia,0.05518147184273276,0.0,0.033108883105639655,xai_only
ENSG00000122877.15,thrombophilia,0.04683089524579773,0.0,0.028098537147478637,xai_only
ENSG00000229644.6,thrombophilia,0.037153984144258155,0.0,0.022292390486554892,xai_only
ENSG00000180596.7,thrombophilia,0.025864764362393843,0.0,0.015518858617436305,xai_only
ENSG00000202290.1,thrombophilia,0.010672743326234071,0.0,0.006403645995740443,xai_only
ENSG00000232177.1,thrombophilia,0.006837095366275083,0.0,0.00410225721976505,xai_only
ENSG00000065534.18,thrombophilia,0.005092040570630535,0.0,0.003055224342378321,xai_only
ENSG00000225972.1,thrombophilia,0.003938807840565338,0.0,0.0023632847043392026,xai_only
ENSG00000211973.2,thrombophilia,0.0036497273635633792,0.0,0.0021898364181380274,xai_only
ENSG00000198478.7,thrombophilia,0.003278027617520028,0.0,0.0019668165705120167,xai_only
ENSG00000254052.1,thrombophilia,0.003175280775891504,0.0,0.0019051684655349023,xai_only
ENSG00000081041.8,thrombophilia,0.0026595240893481443,0.0,0.0015957144536088866,xai_only
ENSG00000259600.2,thrombophilia,0.0025705373740778845,0.0,0.0015423224244467306,xai_only
ENSG00000254281.1,thrombophilia,0.0025172242815926157,0.0,0.0015103345689555694,xai_only
ENSG00000156265.15,thrombophilia,0.002400114420602021,0.0,0.0014400686523612127,xai_only
ENSG00000210112.1,thrombophilia,0.00235269322874415,0.0,0.0014116159372464898,xai_only
ENSG00000121797.9,thrombophilia,0.00226805993066938,0.0,0.001360835958401628,xai_only
ENSG00000104267.9,thrombophilia,0.0021910392203294752,0.0,0.001314623532197685,xai_only
ENSG00000140379.7,thrombophilia,0.002178895154933663,0.0,0.0013073370929601977,xai_only
ENSG00000170956.16,thrombophilia,0.001914351689400321,0.0,0.0011486110136401926,xai_only
ERCC-00046,thrombophilia,0.0018899748486169445,0.0,0.0011339849091701667,xai_only
ENSG00000283041.1,platelet_disorders,0.7262048718622035,0.0,0.4357229231173221,xai_only
ENSG00000123689.5,platelet_disorders,0.05518147184273276,0.0,0.033108883105639655,xai_only
ENSG00000122877.15,platelet_disorders,0.04683089524579773,0.0,0.028098537147478637,xai_only
ENSG00000229644.6,platelet_disorders,0.037153984144258155,0.0,0.022292390486554892,xai_only
ENSG00000180596.7,platelet_disorders,0.025864764362393843,0.0,0.015518858617436305,xai_only
ENSG00000202290.1,platelet_disorders,0.010672743326234071,0.0,0.006403645995740443,xai_only
ENSG00000232177.1,platelet_disorders,0.006837095366275083,0.0,0.00410225721976505,xai_only
ENSG00000065534.18,platelet_disorders,0.005092040570630535,0.0,0.003055224342378321,xai_only
ENSG00000225972.1,platelet_disorders,0.003938807840565338,0.0,0.0023632847043392026,xai_only
ENSG00000211973.2,platelet_disorders,0.0036497273635633792,0.0,0.0021898364181380274,xai_only
ENSG00000198478.7,platelet_disorders,0.003278027617520028,0.0,0.0019668165705120167,xai_only
ENSG00000254052.1,platelet_disorders,0.003175280775891504,0.0,0.0019051684655349023,xai_only
ENSG00000081041.8,platelet_disorders,0.0026595240893481443,0.0,0.0015957144536088866,xai_only
ENSG00000259600.2,platelet_disorders,0.0025705373740778845,0.0,0.0015423224244467306,xai_only
ENSG00000254281.1,platelet_disorders,0.0025172242815926157,0.0,0.0015103345689555694,xai_only
ENSG00000156265.15,platelet_disorders,0.002400114420602021,0.0,0.0014400686523612127,xai_only
ENSG00000210112.1,platelet_disorders,0.00235269322874415,0.0,0.0014116159372464898,xai_only
ENSG00000121797.9,platelet_disorders,0.00226805993066938,0.0,0.001360835958401628,xai_only
ENSG00000104267.9,platelet_disorders,0.0021910392203294752,0.0,0.001314623532197685,xai_only
ENSG00000140379.7,platelet_disorders,0.002178895154933663,0.0,0.0013073370929601977,xai_only
ENSG00000170956.16,platelet_disorders,0.001914351689400321,0.0,0.0011486110136401926,xai_only
ERCC-00046,platelet_disorders,0.0018899748486169445,0.0,0.0011339849091701667,xai_only
ENSG00000283041.1,hereditary_hemorrhagic_telangiectasia,0.7262048718622035,0.0,0.4357229231173221,xai_only
ENSG00000123689.5,hereditary_hemorrhagic_telangiectasia,0.05518147184273276,0.0,0.033108883105639655,xai_only
ENSG00000122877.15,hereditary_hemorrhagic_telangiectasia,0.04683089524579773,0.0,0.028098537147478637,xai_only
ENSG00000229644.6,hereditary_hemorrhagic_telangiectasia,0.037153984144258155,0.0,0.022292390486554892,xai_only
ENSG00000180596.7,hereditary_hemorrhagic_telangiectasia,0.025864764362393843,0.0,0.015518858617436305,xai_only
ENSG00000202290.1,hereditary_hemorrhagic_telangiectasia,0.010672743326234071,0.0,0.006403645995740443,xai_only
ENSG00000232177.1,hereditary_hemorrhagic_telangiectasia,0.006837095366275083,0.0,0.00410225721976505,xai_only
ENSG00000065534.18,hereditary_hemorrhagic_telangiectasia,0.005092040570630535,0.0,0.003055224342378321,xai_only
ENSG00000225972.1,hereditary_hemorrhagic_telangiectasia,0.003938807840565338,0.0,0.0023632847043392026,xai_only
ENSG00000211973.2,hereditary_hemorrhagic_telangiectasia,0.0036497273635633792,0.0,0.0021898364181380274,xai_only
ENSG00000198478.7,hereditary_hemorrhagic_telangiectasia,0.003278027617520028,0.0,0.0019668165705120167,xai_only
ENSG00000254052.1,hereditary_hemorrhagic_telangiectasia,0.003175280775891504,0.0,0.0019051684655349023,xai_only
ENSG00000081041.8,hereditary_hemorrhagic_telangiectasia,0.0026595240893481443,0.0,0.0015957144536088866,xai_only
ENSG00000259600.2,hereditary_hemorrhagic_telangiectasia,0.0025705373740778845,0.0,0.0015423224244467306,xai_only
ENSG00000254281.1,hereditary_hemorrhagic_telangiectasia,0.0025172242815926157,0.0,0.0015103345689555694,xai_only
ENSG00000156265.15,hereditary_hemorrhagic_telangiectasia,0.002400114420602021,0.0,0.0014400686523612127,xai_only
ENSG00000210112.1,hereditary_hemorrhagic_telangiectasia,0.00235269322874415,0.0,0.0014116159372464898,xai_only
ENSG00000121797.9,hereditary_hemorrhagic_telangiectasia,0.00226805993066938,0.0,0.001360835958401628,xai_only
ENSG00000104267.9,hereditary_hemorrhagic_telangiectasia,0.0021910392203294752,0.0,0.001314623532197685,xai_only
ENSG00000140379.7,hereditary_hemorrhagic_telangiectasia,0.002178895154933663,0.0,0.0013073370929601977,xai_only
ENSG00000170956.16,hereditary_hemorrhagic_telangiectasia,0.001914351689400321,0.0,0.0011486110136401926,xai_only
ERCC-00046,hereditary_hemorrhagic_telangiectasia,0.0018899748486169445,0.0,0.0011339849091701667,xai_only
ENSG00000283041.1,iron_refractory_iron_deficiency_anemia,0.7262048718622035,0.0,0.4357229231173221,xai_only
ENSG00000123689.5,iron_refractory_iron_deficiency_anemia,0.05518147184273276,0.0,0.033108883105639655,xai_only
ENSG00000122877.15,iron_refractory_iron_deficiency_anemia,0.04683089524579773,0.0,0.028098537147478637,xai_only
ENSG00000229644.6,iron_refractory_iron_deficiency_anemia,0.037153984144258155,0.0,0.022292390486554892,xai_only
ENSG00000180596.7,iron_refractory_iron_deficiency_anemia,0.025864764362393843,0.0,0.015518858617436305,xai_only
ENSG00000202290.1,iron_refractory_iron_deficiency_anemia,0.010672743326234071,0.0,0.006403645995740443,xai_only
ENSG00000232177.1,iron_refractory_iron_deficiency_anemia,0.006837095366275083,0.0,0.00410225721976505,xai_only
ENSG00000065534.18,iron_refractory_iron_deficiency_anemia,0.005092040570630535,0.0,0.003055224342378321,xai_only
ENSG00000225972.1,iron_refractory_iron_deficiency_anemia,0.003938807840565338,0.0,0.0023632847043392026,xai_only
ENSG00000211973.2,iron_refractory_iron_deficiency_anemia,0.0036497273635633792,0.0,0.0021898364181380274,xai_only
ENSG00000198478.7,iron_refractory_iron_deficiency_anemia,0.003278027617520028,0.0,0.0019668165705120167,xai_only
ENSG00000254052.1,iron_refractory_iron_deficiency_anemia,0.003175280775891504,0.0,0.0019051684655349023,xai_only
ENSG00000081041.8,iron_refractory_iron_deficiency_anemia,0.0026595240893481443,0.0,0.0015957144536088866,xai_only
ENSG00000259600.2,iron_refractory_iron_deficiency_anemia,0.0025705373740778845,0.0,0.0015423224244467306,xai_only
ENSG00000254281.1,iron_refractory_iron_deficiency_anemia,0.0025172242815926157,0.0,0.0015103345689555694,xai_only
ENSG00000156265.15,iron_refractory_iron_deficiency_anemia,0.002400114420602021,0.0,0.0014400686523612127,xai_only
ENSG00000210112.1,iron_refractory_iron_deficiency_anemia,0.00235269322874415,0.0,0.0014116159372464898,xai_only
ENSG00000121797.9,iron_refractory_iron_deficiency_anemia,0.00226805993066938,0.0,0.001360835958401628,xai_only
ENSG00000104267.9,iron_refractory_iron_deficiency_anemia,0.0021910392203294752,0.0,0.001314623532197685,xai_only
ENSG00000140379.7,iron_refractory_iron_deficiency_anemia,0.002178895154933663,0.0,0.0013073370929601977,xai_only
ENSG00000170956.16,iron_refractory_iron_deficiency_anemia,0.001914351689400321,0.0,0.0011486110136401926,xai_only
ERCC-00046,iron_refractory_iron_deficiency_anemia,0.0018899748486169445,0.0,0.0011339849091701667,xai_only
ENSG00000283041.1,hemolytic_anemia,0.7262048718622035,0.0,0.4357229231173221,xai_only
ENSG00000123689.5,hemolytic_anemia,0.05518147184273276,0.0,0.033108883105639655,xai_only
ENSG00000122877.15,hemolytic_anemia,0.04683089524579773,0.0,0.028098537147478637,xai_only
ENSG00000229644.6,hemolytic_anemia,0.037153984144258155,0.0,0.022292390486554892,xai_only
ENSG00000180596.7,hemolytic_anemia,0.025864764362393843,0.0,0.015518858617436305,xai_only
ENSG00000202290.1,hemolytic_anemia,0.010672743326234071,0.0,0.006403645995740443,xai_only
ENSG00000232177.1,hemolytic_anemia,0.006837095366275083,0.0,0.00410225721976505,xai_only
ENSG00000065534.18,hemolytic_anemia,0.005092040570630535,0.0,0.003055224342378321,xai_only
ENSG00000225972.1,hemolytic_anemia,0.003938807840565338,0.0,0.0023632847043392026,xai_only
ENSG00000211973.2,hemolytic_anemia,0.0036497273635633792,0.0,0.0021898364181380274,xai_only
ENSG00000198478.7,hemolytic_anemia,0.003278027617520028,0.0,0.0019668165705120167,xai_only
ENSG00000254052.1,hemolytic_anemia,0.003175280775891504,0.0,0.0019051684655349023,xai_only
ENSG00000081041.8,hemolytic_anemia,0.0026595240893481443,0.0,0.0015957144536088866,xai_only
ENSG00000259600.2,hemolytic_anemia,0.0025705373740778845,0.0,0.0015423224244467306,xai_only
ENSG00000254281.1,hemolytic_anemia,0.0025172242815926157,0.0,0.0015103345689555694,xai_only
ENSG00000156265.15,hemolytic_anemia,0.002400114420602021,0.0,0.0014400686523612127,xai_only
ENSG00000210112.1,hemolytic_anemia,0.00235269322874415,0.0,0.0014116159372464898,xai_only
ENSG00000121797.9,hemolytic_anemia,0.00226805993066938,0.0,0.001360835958401628,xai_only
ENSG00000104267.9,hemolytic_anemia,0.0021910392203294752,0.0,0.001314623532197685,xai_only
ENSG00000140379.7,hemolytic_anemia,0.002178895154933663,0.0,0.0013073370929601977,xai_only
ENSG00000170956.16,hemolytic_anemia,0.001914351689400321,0.0,0.0011486110136401926,xai_only
ERCC-00046,hemolytic_anemia,0.0018899748486169445,0.0,0.0011339849091701667,xai_only
ENSG00000283041.1,leukemia,0.7262048718622035,0.0,0.4357229231173221,xai_only
ENSG00000123689.5,leukemia,0.05518147184273276,0.0,0.033108883105639655,xai_only
ENSG00000122877.15,leukemia,0.04683089524579773,0.0,0.028098537147478637,xai_only
ENSG00000229644.6,leukemia,0.037153984144258155,0.0,0.022292390486554892,xai_only
ENSG00000180596.7,leukemia,0.025864764362393843,0.0,0.015518858617436305,xai_only
ENSG00000202290.1,leukemia,0.010672743326234071,0.0,0.006403645995740443,xai_only
ENSG00000232177.1,leukemia,0.006837095366275083,0.0,0.00410225721976505,xai_only
ENSG00000065534.18,leukemia,0.005092040570630535,0.0,0.003055224342378321,xai_only
ENSG00000225972.1,leukemia,0.003938807840565338,0.0,0.0023632847043392026,xai_only
ENSG00000211973.2,leukemia,0.0036497273635633792,0.0,0.0021898364181380274,xai_only
ENSG00000198478.7,leukemia,0.003278027617520028,0.0,0.0019668165705120167,xai_only
ENSG00000254052.1,leukemia,0.003175280775891504,0.0,0.0019051684655349023,xai_only
ENSG00000081041.8,leukemia,0.0026595240893481443,0.0,0.0015957144536088866,xai_only
ENSG00000259600.2,leukemia,0.0025705373740778845,0.0,0.0015423224244467306,xai_only
ENSG00000254281.1,leukemia,0.0025172242815926157,0.0,0.0015103345689555694,xai_only
ENSG00000156265.15,leukemia,0.002400114420602021,0.0,0.0014400686523612127,xai_only
ENSG00000210112.1,leukemia,0.00235269322874415,0.0,0.0014116159372464898,xai_only
ENSG00000121797.9,leukemia,0.00226805993066938,0.0,0.001360835958401628,xai_only
ENSG00000104267.9,leukemia,0.0021910392203294752,0.0,0.001314623532197685,xai_only
ENSG00000140379.7,leukemia,0.002178895154933663,0.0,0.0013073370929601977,xai_only
ENSG00000170956.16,leukemia,0.001914351689400321,0.0,0.0011486110136401926,xai_only
ERCC-00046,leukemia,0.0018899748486169445,0.0,0.0011339849091701667,xai_only
ENSG00000283041.1,lymphoma,0.7262048718622035,0.0,0.4357229231173221,xai_only
ENSG00000123689.5,lymphoma,0.05518147184273276,0.0,0.033108883105639655,xai_only
ENSG00000122877.15,lymphoma,0.04683089524579773,0.0,0.028098537147478637,xai_only
ENSG00000229644.6,lymphoma,0.037153984144258155,0.0,0.022292390486554892,xai_only
ENSG00000180596.7,lymphoma,0.025864764362393843,0.0,0.015518858617436305,xai_only
ENSG00000202290.1,lymphoma,0.010672743326234071,0.0,0.006403645995740443,xai_only
ENSG00000232177.1,lymphoma,0.006837095366275083,0.0,0.00410225721976505,xai_only
ENSG00000065534.18,lymphoma,0.005092040570630535,0.0,0.003055224342378321,xai_only
ENSG00000225972.1,lymphoma,0.003938807840565338,0.0,0.0023632847043392026,xai_only
ENSG00000211973.2,lymphoma,0.0036497273635633792,0.0,0.0021898364181380274,xai_only
ENSG00000198478.7,lymphoma,0.003278027617520028,0.0,0.0019668165705120167,xai_only
ENSG00000254052.1,lymphoma,0.003175280775891504,0.0,0.0019051684655349023,xai_only
ENSG00000081041.8,lymphoma,0.0026595240893481443,0.0,0.0015957144536088866,xai_only
ENSG00000259600.2,lymphoma,0.0025705373740778845,0.0,0.0015423224244467306,xai_only
ENSG00000254281.1,lymphoma,0.0025172242815926157,0.0,0.0015103345689555694,xai_only
ENSG00000156265.15,lymphoma,0.002400114420602021,0.0,0.0014400686523612127,xai_only
ENSG00000210112.1,lymphoma,0.00235269322874415,0.0,0.0014116159372464898,xai_only
ENSG00000121797.9,lymphoma,0.00226805993066938,0.0,0.001360835958401628,xai_only
ENSG00000104267.9,lymphoma,0.0021910392203294752,0.0,0.001314623532197685,xai_only
ENSG00000140379.7,lymphoma,0.002178895154933663,0.0,0.0013073370929601977,xai_only
ENSG00000170956.16,lymphoma,0.001914351689400321,0.0,0.0011486110136401926,xai_only
ERCC-00046,lymphoma,0.0018899748486169445,0.0,0.0011339849091701667,xai_only
ENSG00000283041.1,myeloma,0.7262048718622035,0.0,0.4357229231173221,xai_only
ENSG00000123689.5,myeloma,0.05518147184273276,0.0,0.033108883105639655,xai_only
ENSG00000122877.15,myeloma,0.04683089524579773,0.0,0.028098537147478637,xai_only
ENSG00000229644.6,myeloma,0.037153984144258155,0.0,0.022292390486554892,xai_only
ENSG00000180596.7,myeloma,0.025864764362393843,0.0,0.015518858617436305,xai_only
ENSG00000202290.1,myeloma,0.010672743326234071,0.0,0.006403645995740443,xai_only
ENSG00000232177.1,myeloma,0.006837095366275083,0.0,0.00410225721976505,xai_only
ENSG00000065534.18,myeloma,0.005092040570630535,0.0,0.003055224342378321,xai_only
ENSG00000225972.1,myeloma,0.003938807840565338,0.0,0.0023632847043392026,xai_only
ENSG00000211973.2,myeloma,0.0036497273635633792,0.0,0.0021898364181380274,xai_only
ENSG00000198478.7,myeloma,0.003278027617520028,0.0,0.0019668165705120167,xai_only
ENSG00000254052.1,myeloma,0.003175280775891504,0.0,0.0019051684655349023,xai_only
ENSG00000081041.8,myeloma,0.0026595240893481443,0.0,0.0015957144536088866,xai_only
ENSG00000259600.2,myeloma,0.0025705373740778845,0.0,0.0015423224244467306,xai_only
ENSG00000254281.1,myeloma,0.0025172242815926157,0.0,0.0015103345689555694,xai_only
ENSG00000156265.15,myeloma,0.002400114420602021,0.0,0.0014400686523612127,xai_only
ENSG00000210112.1,myeloma,0.00235269322874415,0.0,0.0014116159372464898,xai_only
ENSG00000121797.9,myeloma,0.00226805993066938,0.0,0.001360835958401628,xai_only
ENSG00000104267.9,myeloma,0.0021910392203294752,0.0,0.001314623532197685,xai_only
ENSG00000140379.7,myeloma,0.002178895154933663,0.0,0.0013073370929601977,xai_only
ENSG00000170956.16,myeloma,0.001914351689400321,0.0,0.0011486110136401926,xai_only
ERCC-00046,myeloma,0.0018899748486169445,0.0,0.0011339849091701667,xai_only
ENSG00000283041.1,anemia,0.7262048718622035,0.0,0.4357229231173221,xai_only
ENSG00000123689.5,anemia,0.05518147184273276,0.0,0.033108883105639655,xai_only
ENSG00000122877.15,anemia,0.04683089524579773,0.0,0.028098537147478637,xai_only
ENSG00000229644.6,anemia,0.037153984144258155,0.0,0.022292390486554892,xai_only
ENSG00000180596.7,anemia,0.025864764362393843,0.0,0.015518858617436305,xai_only
ENSG00000202290.1,anemia,0.010672743326234071,0.0,0.006403645995740443,xai_only
ENSG00000232177.1,anemia,0.006837095366275083,0.0,0.00410225721976505,xai_only
ENSG00000065534.18,anemia,0.005092040570630535,0.0,0.003055224342378321,xai_only
ENSG00000225972.1,anemia,0.003938807840565338,0.0,0.0023632847043392026,xai_only
ENSG00000211973.2,anemia,0.0036497273635633792,0.0,0.0021898364181380274,xai_only
ENSG00000198478.7,anemia,0.003278027617520028,0.0,0.0019668165705120167,xai_only
ENSG00000254052.1,anemia,0.003175280775891504,0.0,0.0019051684655349023,xai_only
ENSG00000081041.8,anemia,0.0026595240893481443,0.0,0.0015957144536088866,xai_only
ENSG00000259600.2,anemia,0.0025705373740778845,0.0,0.0015423224244467306,xai_only
ENSG00000254281.1,anemia,0.0025172242815926157,0.0,0.0015103345689555694,xai_only
ENSG00000156265.15,anemia,0.002400114420602021,0.0,0.0014400686523612127,xai_only
ENSG00000210112.1,anemia,0.00235269322874415,0.0,0.0014116159372464898,xai_only
ENSG00000121797.9,anemia,0.00226805993066938,0.0,0.001360835958401628,xai_only
ENSG00000104267.9,anemia,0.0021910392203294752,0.0,0.001314623532197685,xai_only
ENSG00000140379.7,anemia,0.002178895154933663,0.0,0.0013073370929601977,xai_only
ENSG00000170956.16,anemia,0.001914351689400321,0.0,0.0011486110136401926,xai_only
ERCC-00046,anemia,0.0018899748486169445,0.0,0.0011339849091701667,xai_only
ENSG00000283041.1,coagulation_disorders,0.7262048718622035,0.0,0.4357229231173221,xai_only
ENSG00000123689.5,coagulation_disorders,0.05518147184273276,0.0,0.033108883105639655,xai_only
ENSG00000122877.15,coagulation_disorders,0.04683089524579773,0.0,0.028098537147478637,xai_only
ENSG00000229644.6,coagulation_disorders,0.037153984144258155,0.0,0.022292390486554892,xai_only
ENSG00000180596.7,coagulation_disorders,0.025864764362393843,0.0,0.015518858617436305,xai_only
ENSG00000202290.1,coagulation_disorders,0.010672743326234071,0.0,0.006403645995740443,xai_only
ENSG00000232177.1,coagulation_disorders,0.006837095366275083,0.0,0.00410225721976505,xai_only
